District,Year-Month,Total_Precipitation_mm,Mean_Temperature_C
Ratnapura,2013-09,291.50,24.13
Ratnapura,2013-10,376.50,24.33
Ratnapura,2013-11,259.90,24.52
Ratnapura,2013-12,168.10,24.31
Ratnapura,2014-01,78.90,24.79
Ratnapura,2014-02,25.80,25.79
Ratnapura,2014-03,50.50,26.46
Ratnapura,2014-04,281.10,25.51
Ratnapura,2014-05,281.60,25.48
Ratnapura,2014-06,201.90,25.14
Ratnapura,2014-07,214.00,24.73
Ratnapura,2014-08,262.80,24.32
Ratnapura,2014-09,309.80,24.44
Ratnapura,2014-10,626.70,24.46
Ratnapura,2014-11,393.70,24.22
Ratnapura,2014-12,473.50,24.06
Ratnapura,2015-01,80.70,24.85
Ratnapura,2015-02,117.90,24.87
Ratnapura,2015-03,141.90,25.58
Ratnapura,2015-04,278.20,25.53
Ratnapura,2015-05,254.70,25.51
Ratnapura,2015-06,209.20,25.19
Ratnapura,2015-07,212.90,24.80
Ratnapura,2015-08,247.10,24.83
Ratnapura,2015-09,359.30,24.71
Ratnapura,2015-10,646.10,24.83
Ratnapura,2015-11,393.70,24.65
Ratnapura,2015-12,288.00,24.90
Ratnapura,2016-01,60.50,25.45
Ratnapura,2016-02,68.30,25.84
Ratnapura,2016-03,40.40,26.85
Ratnapura,2016-04,140.60,26.95
Ratnapura,2016-05,703.90,25.51
Ratnapura,2016-06,217.60,25.03
Ratnapura,2016-07,216.10,24.75
Ratnapura,2016-08,179.10,24.60
Ratnapura,2016-09,171.00,24.32
Ratnapura,2016-10,164.50,24.53
Ratnapura,2016-11,381.60,24.54
Ratnapura,2016-12,102.30,24.52
Ratnapura,2017-01,187.80,25.33
Ratnapura,2017-02,70.10,25.72
Ratnapura,2017-03,246.30,26.34
Ratnapura,2017-04,262.50,26.87
Ratnapura,2017-05,573.80,26.27
Ratnapura,2017-06,473.50,25.79
Ratnapura,2017-07,392.90,25.94
Ratnapura,2017-08,556.20,25.51
Ratnapura,2017-09,546.40,25.42
Ratnapura,2017-10,442.40,25.46
Ratnapura,2017-11,497.60,25.07
Ratnapura,2017-12,200.50,25.28
Ratnapura,2018-01,72.40,25.33
Ratnapura,2018-02,227.90,26.01
Ratnapura,2018-03,199.50,26.22
Ratnapura,2018-04,279.50,26.41
Ratnapura,2018-05,751.80,25.85
Ratnapura,2018-06,709.90,25.50
Ratnapura,2018-07,467.60,25.53
Ratnapura,2018-08,472.20,25.28
Ratnapura,2018-09,363.70,25.67
Ratnapura,2018-10,713.40,25.23
Ratnapura,2018-11,360.00,25.25
Ratnapura,2018-12,167.60,25.37
Ratnapura,2019-01,110.20,25.46
Ratnapura,2019-02,210.60,26.06
Ratnapura,2019-03,141.10,26.70
Ratnapura,2019-04,334.90,27.11
Ratnapura,2019-05,308.50,26.78
Ratnapura,2019-06,508.60,26.47
Ratnapura,2019-07,428.90,26.10
Ratnapura,2019-08,831.40,25.46
Ratnapura,2019-09,581.80,25.47
Ratnapura,2019-10,845.30,25.16
Ratnapura,2019-11,425.40,25.50
Ratnapura,2019-12,264.20,25.34
Ratnapura,2020-01,51.60,26.04
Ratnapura,2020-02,78.60,26.82
Ratnapura,2020-03,105.90,27.47
Ratnapura,2020-04,376.20,26.99
Ratnapura,2020-05,545.70,26.69
Ratnapura,2020-06,412.10,26.37
Ratnapura,2020-07,439.00,25.92
Ratnapura,2020-08,405.20,25.94
Ratnapura,2020-09,670.70,25.28
Ratnapura,2020-10,312.60,25.65
Ratnapura,2020-11,551.10,25.76
Ratnapura,2020-12,211.40,25.28
Ratnapura,2021-01,290.40,25.07
Ratnapura,2021-02,137.90,25.84
Ratnapura,2021-03,323.80,25.85
Ratnapura,2021-04,220.00,26.35
Ratnapura,2021-05,901.80,26.35
Ratnapura,2021-06,443.50,25.82
Ratnapura,2021-07,600.40,25.83
Ratnapura,2021-08,635.20,25.46
Ratnapura,2021-09,535.60,25.67
Ratnapura,2021-10,502.60,25.35
Ratnapura,2021-11,512.30,24.75
Ratnapura,2021-12,276.20,25.15
Ratnapura,2022-01,155.80,25.29
Ratnapura,2022-02,168.90,25.84
Ratnapura,2022-03,134.70,26.23
Ratnapura,2022-04,376.50,25.74
Ratnapura,2022-05,833.10,25.61
Ratnapura,2022-06,411.80,25.47
Ratnapura,2022-07,428.70,25.65
Ratnapura,2022-08,558.40,25.18
Ratnapura,2022-09,280.00,25.24
Ratnapura,2022-10,588.40,24.78
Ratnapura,2022-11,327.10,24.90
Ratnapura,2022-12,267.70,24.80
Ratnapura,2023-01,177.20,24.63
Ratnapura,2023-02,228.60,25.19
Ratnapura,2023-03,204.60,25.86
Ratnapura,2023-04,299.80,26.55
Ratnapura,2023-05,391.30,26.29
Ratnapura,2023-06,433.60,25.94
Ratnapura,2023-07,418.40,25.70
Ratnapura,2023-08,205.00,26.16
Ratnapura,2023-09,895.00,25.09
Ratnapura,2023-10,759.30,25.21
Ratnapura,2023-11,776.10,25.15
Ratnapura,2023-12,568.80,25.29
Ratnapura,2024-01,233.90,25.49
Ratnapura,2024-02,93.00,26.64
Ratnapura,2024-03,171.20,27.57
Ratnapura,2024-04,339.80,27.49
Ratnapura,2024-05,983.90,26.66
Ratnapura,2024-06,166.20,26.29
Kegalle,2010-01,26.70,24.36
Kegalle,2010-02,7.80,26.29
Kegalle,2010-03,69.10,27.57
Kegalle,2010-04,271.30,26.01
Kegalle,2010-05,211.30,25.51
Kegalle,2010-06,274.50,24.83
Kegalle,2010-07,270.90,24.51
Kegalle,2010-08,235.90,24.27
Kegalle,2010-09,213.90,24.13
Kegalle,2010-10,287.60,24.04
Kegalle,2010-11,389.00,23.74
Kegalle,2010-12,401.40,23.05
Kegalle,2011-01,304.30,23.02
Kegalle,2011-02,190.80,23.95
Kegalle,2011-03,49.30,25.55
Kegalle,2011-04,204.20,25.12
Kegalle,2011-05,114.50,25.20
Kegalle,2011-06,127.90,24.93
Kegalle,2011-07,239.20,24.41
Kegalle,2011-08,194.10,24.30
Kegalle,2011-09,241.20,24.54
Kegalle,2011-10,352.00,24.58
Kegalle,2011-11,146.60,24.34
Kegalle,2011-12,171.70,23.85
Kegalle,2012-01,31.00,24.19
Kegalle,2012-02,100.10,24.96
Kegalle,2012-03,52.50,26.02
Kegalle,2012-04,114.50,25.35
Kegalle,2012-05,47.20,25.95
Kegalle,2012-06,148.40,24.81
Kegalle,2012-07,168.80,24.72
Kegalle,2012-08,182.60,24.54
Kegalle,2012-09,153.20,24.80
Kegalle,2012-10,458.80,24.51
Kegalle,2012-11,459.10,24.28
Kegalle,2012-12,132.80,24.05
Kegalle,2013-01,201.20,23.77
Kegalle,2013-02,90.30,24.79
Kegalle,2013-03,289.90,25.53
Kegalle,2013-04,79.10,26.10
Kegalle,2013-05,179.20,25.27
Kegalle,2013-06,382.90,23.86
Kegalle,2013-07,229.50,24.07
Kegalle,2013-08,181.70,24.32
Kegalle,2013-09,210.30,24.00
Kegalle,2013-10,250.40,24.21
Kegalle,2013-11,168.00,24.30
Kegalle,2013-12,84.50,23.64
Kegalle,2014-01,76.90,23.98
Kegalle,2014-02,3.20,25.71
Kegalle,2014-03,18.60,27.57
Kegalle,2014-04,228.60,25.70
Kegalle,2014-05,170.20,25.43
Kegalle,2014-06,158.20,25.10
Kegalle,2014-07,170.50,24.63
Kegalle,2014-08,196.70,24.27
Kegalle,2014-09,199.90,24.30
Kegalle,2014-10,487.50,24.12
Kegalle,2014-11,309.20,23.82
Kegalle,2014-12,530.10,23.56
Kegalle,2015-01,20.10,24.66
Kegalle,2015-02,67.90,25.08
Kegalle,2015-03,120.40,26.11
Kegalle,2015-04,256.50,25.43
Kegalle,2015-05,161.30,25.45
Kegalle,2015-06,177.10,25.08
Kegalle,2015-07,173.70,24.79
Kegalle,2015-08,149.40,24.82
Kegalle,2015-09,191.50,24.59
Kegalle,2015-10,812.10,24.43
Kegalle,2015-11,386.80,24.25
Kegalle,2015-12,232.00,24.61
Kegalle,2016-01,9.40,25.53
Kegalle,2016-02,15.50,26.93
Kegalle,2016-03,26.40,28.29
Kegalle,2016-04,96.60,27.66
Kegalle,2016-05,817.10,25.35
Kegalle,2016-06,190.80,24.87
Kegalle,2016-07,137.20,24.72
Kegalle,2016-08,127.70,24.65
Kegalle,2016-09,99.40,24.49
Kegalle,2016-10,113.50,24.78
Kegalle,2016-11,248.10,24.35
Kegalle,2016-12,34.40,24.37
Kegalle,2017-01,99.00,25.51
Kegalle,2017-02,26.70,26.03
Kegalle,2017-03,113.10,26.35
Kegalle,2017-04,107.10,27.21
Kegalle,2017-05,212.80,26.40
Kegalle,2017-06,214.00,25.52
Kegalle,2017-07,152.80,25.91
Kegalle,2017-08,259.00,25.20
Kegalle,2017-09,212.20,25.11
Kegalle,2017-10,286.50,25.01
Kegalle,2017-11,358.90,24.68
Kegalle,2017-12,136.90,24.88
Kegalle,2018-01,41.20,25.28
Kegalle,2018-02,36.60,26.70
Kegalle,2018-03,108.40,27.05
Kegalle,2018-04,210.00,26.37
Kegalle,2018-05,288.40,25.59
Kegalle,2018-06,321.60,25.04
Kegalle,2018-07,234.00,25.27
Kegalle,2018-08,252.50,25.05
Kegalle,2018-09,222.30,25.58
Kegalle,2018-10,522.70,24.72
Kegalle,2018-11,381.30,24.83
Kegalle,2018-12,126.10,24.87
Kegalle,2019-01,27.20,25.90
Kegalle,2019-02,324.20,26.05
Kegalle,2019-03,57.80,27.38
Kegalle,2019-04,230.70,27.46
Kegalle,2019-05,74.30,26.91
Kegalle,2019-06,208.80,26.33
Kegalle,2019-07,185.70,26.06
Kegalle,2019-08,428.10,25.04
Kegalle,2019-09,232.90,25.09
Kegalle,2019-10,633.30,24.58
Kegalle,2019-11,286.50,25.26
Kegalle,2019-12,110.10,25.26
Kegalle,2020-01,13.20,26.42
Kegalle,2020-02,9.90,27.96
Kegalle,2020-03,49.70,28.30
Kegalle,2020-04,259.70,27.11
Kegalle,2020-05,275.50,26.57
Kegalle,2020-06,223.00,26.11
Kegalle,2020-07,235.00,25.64
Kegalle,2020-08,255.60,25.77
Kegalle,2020-09,429.10,24.76
Kegalle,2020-10,189.90,25.36
Kegalle,2020-11,265.00,25.21
Kegalle,2020-12,207.40,24.62
Kegalle,2021-01,292.70,24.58
Kegalle,2021-02,17.90,26.36
Kegalle,2021-03,176.20,26.70
Kegalle,2021-04,186.80,26.50
Kegalle,2021-05,459.10,25.82
Kegalle,2021-06,230.10,25.43
Kegalle,2021-07,266.00,25.57
Kegalle,2021-08,292.80,25.07
Kegalle,2021-09,272.40,25.25
Kegalle,2021-10,429.00,24.92
Kegalle,2021-11,559.00,24.15
Kegalle,2021-12,77.80,25.27
Kegalle,2022-01,47.20,25.71
Kegalle,2022-02,83.30,26.04
Kegalle,2022-03,61.80,26.69
Kegalle,2022-04,229.60,25.76
Kegalle,2022-05,345.60,25.50
Kegalle,2022-06,154.40,25.35
Kegalle,2022-07,179.80,25.51
Kegalle,2022-08,320.10,24.99
Kegalle,2022-09,128.80,25.22
Kegalle,2022-10,476.70,24.38
Kegalle,2022-11,300.50,24.40
Kegalle,2022-12,229.20,24.15
Kegalle,2023-01,89.60,24.19
Kegalle,2023-02,72.90,25.10
Kegalle,2023-03,111.20,26.40
Kegalle,2023-04,119.60,26.78
Kegalle,2023-05,181.30,26.42
Kegalle,2023-06,162.40,26.12
Kegalle,2023-07,243.40,25.89
Kegalle,2023-08,48.10,26.95
Kegalle,2023-09,311.20,24.95
Kegalle,2023-10,418.10,24.83
Kegalle,2023-11,612.30,24.74
Kegalle,2023-12,344.20,25.24
Kegalle,2024-01,180.60,25.21
Kegalle,2024-02,27.80,27.19
Kegalle,2024-03,78.40,28.29
Kegalle,2024-04,168.30,28.12
Kegalle,2024-05,560.50,26.66
Kegalle,2024-06,62.40,26.24
Welimada,2010-01,86.80,20.05
Welimada,2010-02,48.60,20.83
Welimada,2010-03,147.20,22.16
Welimada,2010-04,315.00,22.35
Welimada,2010-05,241.90,22.91
Welimada,2010-06,246.10,22.61
Welimada,2010-07,225.50,22.25
Welimada,2010-08,254.70,22.69
Welimada,2010-09,335.90,22.27
Welimada,2010-10,301.80,21.65
Welimada,2010-11,394.60,20.48
Welimada,2010-12,504.50,19.82
Welimada,2011-01,511.90,19.29
Welimada,2011-02,340.70,20.05
Welimada,2011-03,103.20,20.87
Welimada,2011-04,273.50,21.36
Welimada,2011-05,117.70,22.62
Welimada,2011-06,72.00,23.74
Welimada,2011-07,161.70,23.60
Welimada,2011-08,163.80,22.75
Welimada,2011-09,210.70,22.89
Welimada,2011-10,425.90,21.52
Welimada,2011-11,248.40,20.36
Welimada,2011-12,342.10,20.03
Welimada,2012-01,64.60,19.62
Welimada,2012-02,141.40,20.10
Welimada,2012-03,72.90,21.57
Welimada,2012-04,315.50,21.40
Welimada,2012-05,61.10,23.29
Welimada,2012-06,83.00,23.82
Welimada,2012-07,133.40,23.20
Welimada,2012-08,155.30,23.23
Welimada,2012-09,170.40,22.45
Welimada,2012-10,657.40,21.44
Welimada,2012-11,362.80,20.82
Welimada,2012-12,286.40,19.97
Welimada,2013-01,320.90,19.67
Welimada,2013-02,155.90,20.21
Welimada,2013-03,226.50,21.08
Welimada,2013-04,171.60,22.20
Welimada,2013-05,229.50,22.85
Welimada,2013-06,289.20,22.23
Welimada,2013-07,155.60,22.40
Welimada,2013-08,206.90,22.93
Welimada,2013-09,183.30,22.41
Welimada,2013-10,212.50,22.37
Welimada,2013-11,239.20,20.59
Welimada,2013-12,184.50,19.86
Welimada,2014-01,116.60,19.61
Welimada,2014-02,29.00,20.01
Welimada,2014-03,60.50,20.97
Welimada,2014-04,206.30,22.13
Welimada,2014-05,215.20,22.59
Welimada,2014-06,115.40,23.88
Welimada,2014-07,112.20,24.20
Welimada,2014-08,194.80,22.85
Welimada,2014-09,272.70,23.02
Welimada,2014-10,482.30,21.18
Welimada,2014-11,410.50,20.44
Welimada,2014-12,671.40,20.17
Welimada,2015-01,37.60,20.06
Welimada,2015-02,173.30,19.72
Welimada,2015-03,106.60,20.85
Welimada,2015-04,318.20,21.46
Welimada,2015-05,243.90,22.37
Welimada,2015-06,128.90,22.64
Welimada,2015-07,132.90,23.46
Welimada,2015-08,188.40,23.12
Welimada,2015-09,275.00,22.31
Welimada,2015-10,677.70,21.25
Welimada,2015-11,383.40,20.85
Welimada,2015-12,274.60,20.49
Welimada,2016-01,54.60,20.51
Welimada,2016-02,45.70,21.02
Welimada,2016-03,50.90,22.67
Welimada,2016-04,110.70,23.07
Welimada,2016-05,514.40,22.78
Welimada,2016-06,131.20,23.04
Welimada,2016-07,201.40,23.28
Welimada,2016-08,119.50,23.34
Welimada,2016-09,87.00,23.81
Welimada,2016-10,197.00,22.71
Welimada,2016-11,305.10,20.74
Welimada,2016-12,65.50,20.40
Welimada,2017-01,193.70,18.09
Welimada,2017-02,89.90,18.59
Welimada,2017-03,92.00,19.97
Welimada,2017-04,55.40,21.94
Welimada,2017-05,102.70,22.80
Welimada,2017-06,49.90,22.77
Welimada,2017-07,61.50,23.19
Welimada,2017-08,54.00,22.43
Welimada,2017-09,101.10,21.32
Welimada,2017-10,187.20,21.59
Welimada,2017-11,484.60,19.56
Welimada,2017-12,123.30,19.02
Welimada,2018-01,91.80,18.04
Welimada,2018-02,141.00,18.89
Welimada,2018-03,121.90,19.94
Welimada,2018-04,96.00,20.51
Welimada,2018-05,216.10,21.15
Welimada,2018-06,31.20,21.85
Welimada,2018-07,72.70,21.61
Welimada,2018-08,71.20,21.39
Welimada,2018-09,207.10,21.35
Welimada,2018-10,510.30,20.11
Welimada,2018-11,368.50,19.59
Welimada,2018-12,123.60,18.87
Welimada,2019-01,141.30,18.31
Welimada,2019-02,179.60,19.49
Welimada,2019-03,91.50,19.97
Welimada,2019-04,156.70,21.36
Welimada,2019-05,52.60,22.49
Welimada,2019-06,28.40,23.06
Welimada,2019-07,26.10,22.68
Welimada,2019-08,72.10,21.89
Welimada,2019-09,163.20,21.22
Welimada,2019-10,418.70,19.96
Welimada,2019-11,241.50,19.77
Welimada,2019-12,385.00,19.31
Welimada,2020-01,83.80,18.90
Welimada,2020-02,112.90,19.16
Welimada,2020-03,39.70,20.79
Welimada,2020-04,148.20,21.27
Welimada,2020-05,134.30,22.26
Welimada,2020-06,40.50,22.37
Welimada,2020-07,82.00,21.83
Welimada,2020-08,62.20,22.07
Welimada,2020-09,154.10,21.06
Welimada,2020-10,70.80,21.54
Welimada,2020-11,223.70,20.08
Welimada,2020-12,378.70,19.32
Welimada,2021-01,372.50,18.95
Welimada,2021-02,99.60,18.95
Welimada,2021-03,132.60,19.52
Welimada,2021-04,225.10,20.70
Welimada,2021-05,160.30,21.46
Welimada,2021-06,125.00,21.23
Welimada,2021-07,76.70,21.64
Welimada,2021-08,85.40,21.49
Welimada,2021-09,83.00,21.42
Welimada,2021-10,198.80,20.69
Welimada,2021-11,334.10,20.07
Welimada,2021-12,149.90,18.99
Welimada,2022-01,123.10,18.61
Welimada,2022-02,80.40,18.90
Welimada,2022-03,78.70,20.03
Welimada,2022-04,212.10,20.39
Welimada,2022-05,72.80,22.14
Welimada,2022-06,80.50,21.62
Welimada,2022-07,93.40,21.66
Welimada,2022-08,153.80,21.26
Welimada,2022-09,90.70,21.04
Welimada,2022-10,204.40,20.46
Welimada,2022-11,264.30,19.19
Welimada,2022-12,186.50,18.70
Welimada,2023-01,135.80,17.87
Welimada,2023-02,147.00,18.75
Welimada,2023-03,118.50,19.64
Welimada,2023-04,116.50,20.58
Welimada,2023-05,146.40,21.79
Welimada,2023-06,39.80,22.80
Welimada,2023-07,70.00,22.73
Welimada,2023-08,97.30,22.92
Welimada,2023-09,139.30,21.56
Welimada,2023-10,395.30,20.60
Welimada,2023-11,504.50,20.26
Welimada,2023-12,389.50,20.02
Welimada,2024-01,227.10,19.25
Welimada,2024-02,91.80,19.82
Welimada,2024-03,67.00,20.77
Welimada,2024-04,102.20,21.95
Welimada,2024-05,215.50,23.01
Welimada,2024-06,30.60,22.73
Bandarawela,2010-01,86.80,19.89
Bandarawela,2010-02,48.60,20.66
Bandarawela,2010-03,147.20,22.02
Bandarawela,2010-04,315.00,21.95
Bandarawela,2010-05,241.90,22.24
Bandarawela,2010-06,246.10,21.83
Bandarawela,2010-07,225.50,21.57
Bandarawela,2010-08,254.70,21.78
Bandarawela,2010-09,335.90,21.45
Bandarawela,2010-10,301.80,21.03
Bandarawela,2010-11,394.60,20.10
Bandarawela,2010-12,504.50,19.55
Bandarawela,2011-01,511.90,19.07
Bandarawela,2011-02,340.70,19.81
Bandarawela,2011-03,103.20,20.57
Bandarawela,2011-04,273.50,20.83
Bandarawela,2011-05,117.70,21.89
Bandarawela,2011-06,72.00,22.53
Bandarawela,2011-07,161.70,22.38
Bandarawela,2011-08,163.80,21.80
Bandarawela,2011-09,210.70,21.85
Bandarawela,2011-10,425.90,21.05
Bandarawela,2011-11,248.40,20.14
Bandarawela,2011-12,342.10,19.81
Bandarawela,2012-01,64.60,19.46
Bandarawela,2012-02,141.40,19.98
Bandarawela,2012-03,72.90,21.31
Bandarawela,2012-04,315.50,20.96
Bandarawela,2012-05,61.10,22.34
Bandarawela,2012-06,83.00,22.47
Bandarawela,2012-07,133.40,22.17
Bandarawela,2012-08,155.30,22.06
Bandarawela,2012-09,170.40,21.62
Bandarawela,2012-10,657.40,20.85
Bandarawela,2012-11,362.80,20.47
Bandarawela,2012-12,286.40,19.82
Bandarawela,2013-01,320.90,19.50
Bandarawela,2013-02,155.90,20.04
Bandarawela,2013-03,226.50,20.84
Bandarawela,2013-04,171.60,21.88
Bandarawela,2013-05,229.50,22.11
Bandarawela,2013-06,289.20,21.34
Bandarawela,2013-07,155.60,21.50
Bandarawela,2013-08,206.90,21.91
Bandarawela,2013-09,183.30,21.41
Bandarawela,2013-10,212.50,21.41
Bandarawela,2013-11,239.20,20.28
Bandarawela,2013-12,184.50,19.73
Bandarawela,2014-01,116.60,19.59
Bandarawela,2014-02,29.00,20.00
Bandarawela,2014-03,60.50,21.20
Bandarawela,2014-04,206.30,21.87
Bandarawela,2014-05,215.20,22.07
Bandarawela,2014-06,115.40,22.89
Bandarawela,2014-07,112.20,22.93
Bandarawela,2014-08,194.80,21.95
Bandarawela,2014-09,272.70,21.95
Bandarawela,2014-10,482.30,20.75
Bandarawela,2014-11,410.50,20.16
Bandarawela,2014-12,671.40,19.97
Bandarawela,2015-01,37.60,19.88
Bandarawela,2015-02,173.30,19.63
Bandarawela,2015-03,106.60,20.69
Bandarawela,2015-04,318.20,21.11
Bandarawela,2015-05,243.90,21.82
Bandarawela,2015-06,128.90,22.02
Bandarawela,2015-07,132.90,22.36
Bandarawela,2015-08,188.40,22.08
Bandarawela,2015-09,275.00,21.53
Bandarawela,2015-10,677.70,20.91
Bandarawela,2015-11,383.40,20.53
Bandarawela,2015-12,274.60,20.30
Bandarawela,2016-01,54.60,20.44
Bandarawela,2016-02,45.70,21.07
Bandarawela,2016-03,50.90,22.86
Bandarawela,2016-04,110.70,22.73
Bandarawela,2016-05,514.40,22.10
Bandarawela,2016-06,131.20,22.02
Bandarawela,2016-07,201.40,22.27
Bandarawela,2016-08,119.50,22.32
Bandarawela,2016-09,87.00,22.54
Bandarawela,2016-10,197.00,21.84
Bandarawela,2016-11,305.10,20.45
Bandarawela,2016-12,65.50,20.14
Bandarawela,2017-01,163.70,17.95
Bandarawela,2017-02,51.50,18.16
Bandarawela,2017-03,100.10,19.32
Bandarawela,2017-04,81.20,21.25
Bandarawela,2017-05,119.80,21.63
Bandarawela,2017-06,69.50,21.74
Bandarawela,2017-07,52.60,22.43
Bandarawela,2017-08,110.10,21.21
Bandarawela,2017-09,152.80,20.30
Bandarawela,2017-10,329.40,20.31
Bandarawela,2017-11,449.00,18.91
Bandarawela,2017-12,78.50,18.51
Bandarawela,2018-01,55.10,17.68
Bandarawela,2018-02,92.30,18.76
Bandarawela,2018-03,122.20,19.35
Bandarawela,2018-04,100.20,19.89
Bandarawela,2018-05,244.00,20.18
Bandarawela,2018-06,46.60,20.87
Bandarawela,2018-07,79.10,20.76
Bandarawela,2018-08,73.20,20.74
Bandarawela,2018-09,234.70,20.51
Bandarawela,2018-10,486.00,19.32
Bandarawela,2018-11,330.90,18.94
Bandarawela,2018-12,90.60,18.46
Bandarawela,2019-01,88.40,18.12
Bandarawela,2019-02,155.30,19.10
Bandarawela,2019-03,85.40,19.52
Bandarawela,2019-04,176.50,20.61
Bandarawela,2019-05,83.30,21.02
Bandarawela,2019-06,65.30,21.89
Bandarawela,2019-07,54.60,21.64
Bandarawela,2019-08,83.40,20.73
Bandarawela,2019-09,197.50,20.13
Bandarawela,2019-10,497.30,19.12
Bandarawela,2019-11,233.20,19.15
Bandarawela,2019-12,264.10,18.90
Bandarawela,2020-01,34.20,18.69
Bandarawela,2020-02,49.20,19.21
Bandarawela,2020-03,49.00,20.56
Bandarawela,2020-04,176.60,20.65
Bandarawela,2020-05,163.20,21.33
Bandarawela,2020-06,46.50,21.68
Bandarawela,2020-07,128.00,20.97
Bandarawela,2020-08,72.80,21.02
Bandarawela,2020-09,191.30,20.26
Bandarawela,2020-10,88.60,20.86
Bandarawela,2020-11,221.30,19.38
Bandarawela,2020-12,277.60,18.76
Bandarawela,2021-01,345.40,18.45
Bandarawela,2021-02,52.10,18.53
Bandarawela,2021-03,148.40,19.03
Bandarawela,2021-04,224.20,19.90
Bandarawela,2021-05,173.80,20.52
Bandarawela,2021-06,144.70,20.53
Bandarawela,2021-07,117.30,20.74
Bandarawela,2021-08,126.10,20.69
Bandarawela,2021-09,134.60,20.48
Bandarawela,2021-10,244.50,19.83
Bandarawela,2021-11,371.00,19.33
Bandarawela,2021-12,118.40,18.53
Bandarawela,2022-01,91.10,18.22
Bandarawela,2022-02,80.70,18.56
Bandarawela,2022-03,92.00,19.40
Bandarawela,2022-04,276.40,19.52
Bandarawela,2022-05,101.10,20.93
Bandarawela,2022-06,131.10,20.51
Bandarawela,2022-07,139.20,20.71
Bandarawela,2022-08,158.20,20.29
Bandarawela,2022-09,111.20,20.16
Bandarawela,2022-10,271.90,19.59
Bandarawela,2022-11,294.40,18.46
Bandarawela,2022-12,179.20,18.12
Bandarawela,2023-01,80.60,17.59
Bandarawela,2023-02,127.20,18.36
Bandarawela,2023-03,113.30,19.04
Bandarawela,2023-04,126.90,19.82
Bandarawela,2023-05,154.80,20.73
Bandarawela,2023-06,92.80,21.61
Bandarawela,2023-07,81.40,21.36
Bandarawela,2023-08,106.00,21.63
Bandarawela,2023-09,242.90,20.10
Bandarawela,2023-10,436.50,19.35
Bandarawela,2023-11,597.60,19.25
Bandarawela,2023-12,394.30,19.23
Bandarawela,2024-01,197.30,18.62
Bandarawela,2024-02,61.30,19.33
Bandarawela,2024-03,75.50,20.26
Bandarawela,2024-04,105.90,20.79
Bandarawela,2024-05,230.00,21.64
Bandarawela,2024-06,52.00,21.10
Kandy,2010-01,49.90,22.37
Kandy,2010-02,24.00,23.62
Kandy,2010-03,113.00,25.64
Kandy,2010-04,366.70,25.04
Kandy,2010-05,146.10,24.55
Kandy,2010-06,175.70,23.95
Kandy,2010-07,201.80,23.53
Kandy,2010-08,183.40,23.08
Kandy,2010-09,195.30,23.09
Kandy,2010-10,300.40,22.85
Kandy,2010-11,434.10,22.64
Kandy,2010-12,488.10,21.81
Kandy,2011-01,443.10,21.39
Kandy,2011-02,286.70,22.30
Kandy,2011-03,79.50,23.88
Kandy,2011-04,257.80,24.12
Kandy,2011-05,103.90,24.35
Kandy,2011-06,57.40,24.23
Kandy,2011-07,108.70,23.68
Kandy,2011-08,89.00,23.74
Kandy,2011-09,113.20,23.73
Kandy,2011-10,473.40,23.80
Kandy,2011-11,150.40,23.04
Kandy,2011-12,226.40,22.28
Kandy,2012-01,30.50,22.16
Kandy,2012-02,126.90,22.75
Kandy,2012-03,74.20,24.82
Kandy,2012-04,186.20,24.16
Kandy,2012-05,22.80,24.72
Kandy,2012-06,68.80,24.36
Kandy,2012-07,88.30,24.05
Kandy,2012-08,79.60,24.18
Kandy,2012-09,68.00,24.33
Kandy,2012-10,667.00,23.81
Kandy,2012-11,490.10,23.06
Kandy,2012-12,214.10,22.41
Kandy,2013-01,265.30,21.74
Kandy,2013-02,154.10,22.75
Kandy,2013-03,304.70,23.90
Kandy,2013-04,121.50,24.93
Kandy,2013-05,165.30,24.31
Kandy,2013-06,280.00,22.87
Kandy,2013-07,153.00,22.95
Kandy,2013-08,214.00,23.12
Kandy,2013-09,121.20,22.92
Kandy,2013-10,157.80,23.18
Kandy,2013-11,215.80,22.95
Kandy,2013-12,120.50,21.92
Kandy,2014-01,104.80,21.93
Kandy,2014-02,7.10,22.79
Kandy,2014-03,26.40,24.70
Kandy,2014-04,316.20,25.21
Kandy,2014-05,176.10,24.33
Kandy,2014-06,117.60,24.04
Kandy,2014-07,126.90,23.59
Kandy,2014-08,114.20,23.35
Kandy,2014-09,175.60,23.59
Kandy,2014-10,576.30,23.23
Kandy,2014-11,383.30,22.59
Kandy,2014-12,710.40,22.29
Kandy,2015-01,27.10,22.50
Kandy,2015-02,97.90,22.60
Kandy,2015-03,128.30,23.97
Kandy,2015-04,356.20,24.28
Kandy,2015-05,116.20,24.43
Kandy,2015-06,102.90,24.32
Kandy,2015-07,123.80,23.72
Kandy,2015-08,157.00,23.90
Kandy,2015-09,120.20,23.87
Kandy,2015-10,879.90,23.56
Kandy,2015-11,498.60,23.10
Kandy,2015-12,368.10,23.05
Kandy,2016-01,23.30,22.99
Kandy,2016-02,22.40,24.21
Kandy,2016-03,49.10,26.39
Kandy,2016-04,130.10,26.63
Kandy,2016-05,703.30,24.53
Kandy,2016-06,107.20,23.85
Kandy,2016-07,112.30,23.66
Kandy,2016-08,97.50,23.55
